plotID,earliest_disturbance,latest_disturbance,mean_before_O,mean_after_O,mean_before_M,mean_after_M,years_offset_before,O_after_1,O_after_2,O_after_3,O_after_4,O_after_5,O_after_6,O_after_7,O_after_8,O_after_9,O_after_10,O_after_11,O_after_12,O_after_13,O_after_14,O_after_15,O_after_16,O_after_17,O_after_18,O_after_19,O_after_20,M_after_1,M_after_2,M_after_3,M_after_4,M_after_5,M_after_6,M_after_7,M_after_8,M_after_9,M_after_10,M_after_11,M_after_12,M_after_13,M_after_14,M_after_15,M_after_16,M_after_17,M_after_18,M_after_19,M_after_20
OSBS_002,9/1/17,9/21/19,0.75,0.48666666666666664,,,10,,0.48666666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSBS_001,9/1/17,9/21/19,1.1500000000000001,4.208333333333333,,,10,,4.208333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSBS_003,9/1/17,9/21/19,1.1066666666666667,12.261999999999999,,,10,,12.261999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCBI_045,9/11/17,7/4/19,,,2.355,3.41,10,,,,,,,,,,,,,,,,,,,,,,,3.41,,,,,,,,,,,,,,,,,
SCBI_004,9/11/17,7/4/19,,,2.033333333333333,2.1233333333333335,10,,,,,,,,,,,,,,,,,,,,,,,2.1233333333333335,,,,,,,,,,,,,,,,,
SCBI_006,9/11/17,7/4/19,,,1.8150000000000002,1.9900000000000002,10,,,,,,,,,,,,,,,,,,,,,,,1.9900000000000002,,,,,,,,,,,,,,,,,
SCBI_003,9/11/17,7/4/19,,,5.674285714285714,5.66,10,,,,,,,,,,,,,,,,,,,,,,,5.66,,,,,,,,,,,,,,,,,
SCBI_005,9/11/17,7/4/19,,,2.155,2.7466666666666666,10,,,,,,,,,,,,,,,,,,,,,,,2.7466666666666666,,,,,,,,,,,,,,,,,
SCBI_067,9/11/17,7/4/19,,,2.9916666666666667,6.05,10,,,,,,,,,,,,,,,,,,,,,,,6.05,,,,,,,,,,,,,,,,,
SCBI_049,9/11/17,7/4/19,,,3.938333333333333,2.15,10,,,,,,,,,,,,,,,,,,,,,,,2.15,,,,,,,,,,,,,,,,,
SCBI_047,9/11/17,7/4/19,,,2.675,2.77,10,,,,,,,,,,,,,,,,,,,,,,,2.77,,,,,,,,,,,,,,,,,
SCBI_008,9/11/17,7/4/19,,,1.8699999999999999,2.016666666666667,10,,,,,,,,,,,,,,,,,,,,,,,2.016666666666667,,,,,,,,,,,,,,,,,
SERC_007,5/6/19,5/9/19,,,0.88,0.8566666666666666,10,,,,,,,,,,,,,,,,,,,,,,,0.8566666666666666,,,,,,,,,,,,,,,,,
SERC_001,5/6/19,5/9/19,,,1.8075,1.4533333333333331,10,,,,,,,,,,,,,,,,,,,,,,,1.4533333333333331,,,,,,,,,,,,,,,,,
SERC_004,5/6/19,5/9/19,,,1.62,1.78,10,,,,,,,,,,,,,,,,,,,,,,,1.78,,,,,,,,,,,,,,,,,
SERC_045,5/6/19,5/9/19,,,2.18,1.8966666666666665,10,,,,,,,,,,,,,,,,,,,,,,,1.8966666666666665,,,,,,,,,,,,,,,,,
SERC_049,5/6/19,5/9/19,,,1.4466666666666665,1.69,10,,,,,,,,,,,,,,,,,,,,,,,1.69,,,,,,,,,,,,,,,,,
SERC_047,5/6/19,5/9/19,,,1.6933333333333334,1.9766666666666666,10,,,,,,,,,,,,,,,,,,,,,,,1.9766666666666666,,,,,,,,,,,,,,,,,
SERC_044,5/6/19,5/9/19,,,1.28,1.29,10,,,,,,,,,,,,,,,,,,,,,,,1.29,,,,,,,,,,,,,,,,,
